# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 27 15:29:26 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and discoverymethod like '%transit%'
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and pl_bmassestr not null
# CONSTRAINT:  and st_teffstr not null
# CONSTRAINT:  and st_radstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
WASP-186 b,WASP-186,1,1,1,Transit,2020,SuperWASP,Published Confirmed,0,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,5.02679900,0.00001200,-0.00001400,0,0.060000,0.001200,-0.001300,0,12.442,0.336,-0.336,0,1.110,0.030,-0.030,0,1341.24260,57.20940,-57.20940,0,4.22000,0.18000,-0.18000,0,Mass,0.330000,0.010000,-0.010000,0,,,,,,,,,0,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,F,6361.00,105.00,-82.00,0,1.47,0.02,-0.02,0,1.22,0.07,-0.08,0,-0.080,0.140,-0.140,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h15m58.87s,18.9953122,+21d37m00.86s,21.6169065,278.5140000,3.3870000,-3.3070000,10.8100000,0.0090000,-0.0090000,9.5320000,0.0180000,-0.0180000,10.6509000,0.0002370,-0.0002370,2020-12-10,2020-09,2020-12-17
WASP-187 b,WASP-187,1,1,1,Transit,2020,SuperWASP,Published Confirmed,0,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,5.14787800,0.00000500,-0.00000900,0,0.065300,0.001300,-0.001300,0,18.383,0.560,-0.560,0,1.640,0.050,-0.050,0,254.26400,28.60470,-28.60470,0,0.80000,0.09000,-0.09000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,F,6150.00,92.00,-85.00,0,2.83,0.05,-0.05,0,1.54,0.09,-0.09,0,0.000,0.110,-0.110,0,[Fe/H],3.72,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h09m53.94s,17.4747400,+25d40m53.94s,25.6816494,371.4140000,6.2710000,-6.0700000,10.2950000,0.0060000,-0.0060000,8.7900000,0.0200000,-0.0200000,10.1318000,0.0004560,-0.0004560,2020-12-10,2020-09,2020-12-17
WASP-189 b,WASP-189,1,1,1,Transit,2020,CHaracterising ExOPlanets Satellite (CHEOPS),Published Confirmed,0,<a refstr=LENDL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..94L/abstract target=ref>Lendl et al. 2020</a>,2.72403300,,,0,0.050530,0.000980,-0.000980,0,18.147,0.235,-0.235,0,1.619,0.021,-0.021,0,632.47853,50.85255,-44.49598,0,1.99000,0.16000,-0.14000,0,Mass,0.000000,,,0,,,,,3353,27,-34,0,0,<a refstr=LENDL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..94L/abstract target=ref>Lendl et al. 2020</a>,,8000.00,80.00,-80.00,0,2.36,0.03,-0.03,0,2.03,0.07,-0.07,0,0.290,0.130,-0.130,0,[Fe/H],3.90,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h02m44.82s,225.6867320,-03d01m53.35s,-3.0314874,99.7310000,0.7540000,-0.7432000,6.5977600,0.0230000,-0.0230000,6.0600000,0.0210000,-0.0210000,6.5536900,0.0004300,-0.0004300,2022-03-16,2020-11,2022-03-16
WASP-19 b,WASP-19,1,1,1,Transit,2009,SuperWASP,Published Confirmed,0,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,0.78883852,0.00000075,-0.00000082,0,0.016520,0.000500,-0.000560,0,15.861,0.493,-0.538,0,1.415,0.044,-0.048,0,366.77398,24.79062,-25.42627,0,1.15400,0.07800,-0.08000,0,Mass,0.012600,0.014000,-0.008900,0,3320.00,190.00,-180.00,0,2113,29,-29,0,0,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,,5616.00,66.00,-65.00,0,1.01,0.03,-0.03,0,0.96,0.09,-0.10,0,0.040,0.250,-0.300,0,[Fe/H],4.42,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h53m40.02s,148.4167672,-45d39m32.79s,-45.6591078,268.3250000,1.7200000,-1.6980000,12.2480000,0.0690000,-0.0690000,10.4810000,0.0230000,-0.0230000,12.1088000,0.0005330,-0.0005330,2022-01-31,2020-04,2022-01-31
WASP-190 b,WASP-190,1,1,1,Transit,2019,WASP-South,Published Confirmed,0,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..141T/abstract target=ref>Temple et al. 2019</a>,5.36775300,0.00000400,-0.00000400,0,0.066300,0.000800,-0.000800,0,12.890,1.009,-1.009,0,1.150,0.090,-0.090,0,317.83000,31.78300,-31.78300,0,1.00000,0.10000,-0.10000,0,Mass,0.000000,,,0,,,,,1500,50,-50,0,0,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..141T/abstract target=ref>Temple et al. 2019</a>,F6 IV-V,6400.00,100.00,-100.00,0,1.60,0.10,-0.10,0,1.35,0.05,-0.05,0,-0.020,0.050,-0.050,0,[Fe/H],4.17,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h30m50.29s,7.7095292,-40d34m24.46s,-40.5734613,542.2510000,10.1310000,-9.7730000,11.6450000,0.0140000,-0.0140000,10.6500000,0.0240000,-0.0240000,11.6333000,0.0004890,-0.0004890,2019-03-01,2019-04,2019-03-05
WASP-192 b,WASP-192,1,1,1,Transit,2019,WASP-South,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,2.87867650,0.00000280,-0.00000280,0,0.040800,0.000800,-0.000800,0,13.787,0.897,-0.897,0,1.230,0.080,-0.080,0,731.00900,50.85280,-50.85280,0,2.30000,0.16000,-0.16000,0,Mass,0.000000,,,0,,,,,1620,60,-60,0,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,G0 V,5910.00,145.00,-145.00,0,1.32,0.07,-0.07,0,1.09,0.06,-0.06,0,0.140,0.080,-0.080,0,[Fe/H],4.24,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h54m38.09s,223.6587187,-38d44m40.37s,-38.7445469,508.8850000,16.6460000,-15.6410000,12.6780000,0.0570000,-0.0570000,11.1370000,0.0230000,-0.0230000,12.5347000,0.0002160,-0.0002160,2019-10-02,2019-11,2019-10-10
WASP-193 b,WASP-193,1,1,1,Transit,2023,WASP-South,Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230708350B/abstract target=ref>Barkaoui et al. 2023</a>,6.24633450,0.00000030,-0.00000030,0,0.067600,0.001500,-0.001500,0,16.410,0.661,-0.639,0,1.464,0.059,-0.057,0,44.17815,9.21702,-9.21702,0,0.13900,0.02900,-0.02900,0,Mass,0.056000,0.068000,-0.040000,0,413.00,39.00,-42.00,0,1254,31,-31,0,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230708350B/abstract target=ref>Barkaoui et al. 2023</a>,F9,6078.00,120.00,-120.00,0,1.24,0.03,-0.03,0,1.06,0.07,-0.07,0,-0.060,0.088,-0.088,0,[Fe/H],4.28,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m23.79s,164.3491401,-29d59m49.64s,-29.9971229,362.0870000,5.3840000,-5.2320000,11.9720000,0.0230000,-0.0230000,10.7450000,0.0350000,-0.0350000,12.0421000,0.0002610,-0.0002610,2023-07-26,2023-07,2023-07-26
WASP-2 b,WASP-2,1,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,2.15217500,0.00001200,-0.00001100,0,0.031440,0.000880,-0.000870,0,12.117,0.460,-0.448,0,1.081,0.041,-0.040,0,295.89973,19.06980,-18.43414,0,0.93100,0.06000,-0.05800,0,Mass,,,,,492.00,80.00,-71.00,0,1311,52,-50,0,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,,5180.00,190.00,-190.00,0,0.87,0.03,-0.03,0,0.90,0.08,-0.07,0,0.120,0.210,-0.190,0,[Fe/H],4.51,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,153.2420000,1.6400000,-1.6050000,11.7280000,0.0340000,-0.0340000,9.6320000,0.0240000,-0.0240000,11.5638000,0.0010190,-0.0010190,2019-09-23,2019-11,2019-09-26
WASP-20 b,WASP-20,1,2,1,Transit,2015,SuperWASP,Published Confirmed,0,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,4.89962840,0.00000330,-0.00000330,0,0.060000,0.000690,-0.000690,0,16.388,0.661,-0.661,0,1.462,0.059,-0.059,0,98.84100,5.40300,-5.40300,0,0.31100,0.01700,-0.01700,0,Mass,0.000000,,,0,,,,,1379,31,-31,0,0,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,F9,5940.00,100.00,-100.00,0,1.39,0.04,-0.04,0,1.20,0.04,-0.04,0,-0.008,0.060,-0.060,0,[Fe/H],4.23,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m38.53s,5.1605621,-23d56m08.84s,-23.9357894,211.8770000,,,10.6750000,0.0070000,-0.0070000,9.3900000,0.0240000,-0.0240000,10.6503000,0.0007270,-0.0007270,2015-03-05,2015-03,2015-03-05
WASP-23 b,WASP-23,1,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=TRIAUD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..24T/abstract target=ref> Triaud et al. 2011 </a>,2.94442560,0.00000110,-0.00000130,0,0.037600,0.001600,-0.002400,0,10.783,0.527,-0.628,0,0.962,0.047,-0.056,0,280.95000,27.96800,-31.46400,0,0.88400,0.08800,-0.09900,0,Mass,0.062000,,,1,,,,,,,,,0,<a refstr=TRIAUD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..24T/abstract target=ref> Triaud et al. 2011 </a>,,5150.00,100.00,,0,0.77,0.05,,0,0.78,0.13,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m30.60s,101.1275033,-42d45m44.03s,-42.7622296,207.4900000,1.0310000,-1.0220000,12.5390000,0.0920000,-0.0920000,10.4500000,0.0230000,-0.0230000,12.3208000,0.0001720,-0.0001720,2014-05-14,2011-07,2014-05-14
WASP-31 b,WASP-31,1,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,3.40590960,0.00000500,-0.00000500,0,0.046590,0.000350,-0.000350,0,17.363,0.560,-0.560,0,1.549,0.050,-0.050,0,151.91600,9.21700,-9.21700,0,0.47800,0.02900,-0.02900,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,,6302.00,102.00,,0,1.25,0.03,-0.03,0,1.16,0.03,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m45.33s,169.4388603,-19d03m17.20s,-19.0547781,383.8290000,6.4370000,-6.2310000,11.6580000,0.0270000,-0.0270000,10.6500000,0.0270000,-0.0270000,11.8163000,0.0004360,-0.0004360,2014-05-14,2011-07,2014-05-14
WASP-33 b,WASP-33,1,2,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,1.21987000,0.00000100,-0.00000100,0,0.023900,0.000630,-0.000630,0,17.856,0.829,-0.829,0,1.593,0.074,-0.074,0,665.21819,44.17837,-44.17837,0,2.09300,0.13900,-0.13900,0,Mass,,,,,,,,,2782,41,-41,0,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,,7430.00,100.00,-100.00,0,1.44,0.03,-0.03,0,1.50,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,121.9440000,0.9980000,-0.9830000,8.1400000,0.0300000,-0.0300000,7.4680000,0.0240000,-0.0240000,8.0700400,0.0004330,-0.0004330,2019-07-08,2019-07,2019-07-11
WASP-36 b,WASP-36,1,2,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.1393M/abstract target=ref>Mancini et al. 2016</a>,1.53736596,0.00000024,-0.00000024,0,0.026770,0.000280,-0.000280,0,14.874,0.235,-0.235,0,1.327,0.021,-0.021,0,750.39663,22.24810,-22.24810,0,2.36100,0.07000,-0.07000,0,Mass,,,,,,,,,1733,19,-19,0,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.1393M/abstract target=ref>Mancini et al. 2016</a>,,5959.00,134.00,-134.00,0,0.98,0.01,-0.01,0,1.08,0.03,-0.03,0,-0.260,0.100,-0.100,0,[Fe/H],4.49,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m19.29s,131.5803897,-08d01m37.15s,-8.0269855,386.3460000,5.2610000,-5.1230000,12.8360000,0.1030000,-0.1030000,11.2940000,0.0260000,-0.0260000,12.6284000,0.0002080,-0.0002080,2016-04-05,2016-06,2016-04-07
WASP-37 b,WASP-37,1,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=SIMPSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3096S/abstract target=ref> Simpson et al. 2010 </a>,3.57746900,0.00001100,-0.00001100,0,0.044600,0.001900,-0.001900,0,13.002,0.785,-0.673,0,1.160,0.070,-0.060,0,572.07000,54.02900,-54.02900,0,1.80000,0.17000,-0.17000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=SIMPSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3096S/abstract target=ref> Simpson et al. 2010 </a>,,5800.00,150.00,,0,1.00,0.05,,0,0.93,0.12,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h47m46.53s,221.9438866,+01d03m54.08s,1.0650227,392.7910000,7.8220000,-7.5260000,12.8150000,0.1030000,-0.1030000,11.0930000,0.0230000,-0.0230000,12.5420000,0.0003110,-0.0003110,2014-05-14,2011-01,2014-05-14
WASP-39 b,WASP-39,1,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=FAEDI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1102.1375F/abstract target=ref> Faedi et al. 2011 </a>,4.05525900,0.00000900,-0.00000900,0,0.048600,0.000500,-0.000500,0,14.235,0.448,-0.448,0,1.270,0.040,-0.040,0,88.98900,9.53500,-9.53500,0,0.28000,0.03000,-0.03000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=FAEDI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1102.1375F/abstract target=ref> Faedi et al. 2011 </a>,,5400.00,150.00,,0,0.90,0.02,-0.02,0,0.93,0.03,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444994,213.9820000,1.7600000,-1.7310000,12.0950000,0.2520000,-0.2520000,10.2020000,0.0230000,-0.0230000,11.8867000,0.0002880,-0.0002880,2014-05-14,2011-07,2014-05-14
WASP-4 b,WASP-4,1,1,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=BOUMA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..217B/abstract target=ref>Bouma et al. 2019</a>,1.33823147,0.00000002,-0.00000002,0,0.022600,0.000700,-0.000800,0,14.807,0.437,-0.437,0,1.321,0.039,-0.039,0,376.94638,28.60470,-31.14734,0,1.18600,0.09000,-0.09800,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=BOUMA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..217B/abstract target=ref>Bouma et al. 2019</a>,,5400.00,90.00,-90.00,0,0.89,0.03,-0.03,0,0.86,0.08,-0.09,0,-0.070,0.190,-0.190,0,[Fe/H],4.47,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h34m15.10s,353.5629149,-42d03m42.41s,-42.0617794,267.2060000,3.7710000,-3.6700000,12.4830000,0.0410000,-0.0410000,10.7460000,0.0210000,-0.0210000,12.3162000,0.0002460,-0.0002460,2019-08-09,2019-06,2019-08-15
